Sample	Unique Reads	Duplicate Reads
qc | fastqc-novaseq | Plate_4_G5_22NG7YLT3_S319_L008_R2_001	177624.0	348628.0
qc | fastqc-novaseq | Plate_4_G6_22NG7YLT3_S391_L008_R1_001	218725.0	470253.0
qc | fastqc-novaseq | Plate_4_G6_22NG7YLT3_S391_L008_R2_001	304800.0	384178.0
qc | fastqc-novaseq | Plate_4_G7_22NG7YLT3_S463_L008_R1_001	77291.0	138795.0
qc | fastqc-novaseq | Plate_4_G7_22NG7YLT3_S463_L008_R2_001	97032.0	119054.0
qc | fastqc-novaseq | Plate_4_G8_22NG7YLT3_S530_L008_R1_001	82245.0	103811.0
qc | fastqc-novaseq | Plate_4_G8_22NG7YLT3_S530_L008_R2_001	95884.0	90172.0
qc | fastqc-novaseq | Plate_4_G9_22NG7YLT3_S594_L008_R1_001	154904.0	451311.0
qc | fastqc-novaseq | Plate_4_G9_22NG7YLT3_S594_L008_R2_001	223279.0	382936.0
qc | fastqc-novaseq | Plate_4_H10_22NG7YLT3_S659_L008_R1_001	61060.0	150314.0
qc | fastqc-novaseq | Plate_4_H10_22NG7YLT3_S659_L008_R2_001	69396.0	141978.0
qc | fastqc-novaseq | Plate_4_H11_22NG7YLT3_S723_L008_R1_001	54465.0	117218.0
qc | fastqc-novaseq | Plate_4_H11_22NG7YLT3_S723_L008_R2_001	58305.0	113378.0
qc | fastqc-novaseq | Plate_4_H12_22NG7YLT3_S787_L008_R1_001	65903.0	174078.0
qc | fastqc-novaseq | Plate_4_H12_22NG7YLT3_S787_L008_R2_001	68077.0	171904.0
qc | fastqc-novaseq | Plate_4_H1_22NG7YLT3_S32_L008_R1_001	3968.0	2692.0
qc | fastqc-novaseq | Plate_4_H1_22NG7YLT3_S32_L008_R2_001	3919.0	2741.0
qc | fastqc-novaseq | Plate_4_H2_22NG7YLT3_S104_L008_R1_001	36934.0	67092.0
qc | fastqc-novaseq | Plate_4_H2_22NG7YLT3_S104_L008_R2_001	42721.0	61305.0
qc | fastqc-novaseq | Plate_4_H3_22NG7YLT3_S176_L008_R1_001	89266.0	221243.0
qc | fastqc-novaseq | Plate_4_H3_22NG7YLT3_S176_L008_R2_001	101160.0	209349.0
qc | fastqc-novaseq | Plate_4_H4_22NG7YLT3_S248_L008_R1_001	89943.0	191914.0
qc | fastqc-novaseq | Plate_4_H4_22NG7YLT3_S248_L008_R2_001	104819.0	177038.0
qc | fastqc-novaseq | Plate_4_H5_22NG7YLT3_S320_L008_R1_001	35746.0	103030.0
qc | fastqc-novaseq | Plate_4_H5_22NG7YLT3_S320_L008_R2_001	42474.0	96302.0
qc | fastqc-novaseq | Plate_4_H6_22NG7YLT3_S392_L008_R1_001	46891.0	164713.0
qc | fastqc-novaseq | Plate_4_H6_22NG7YLT3_S392_L008_R2_001	56676.0	154928.0
qc | fastqc-novaseq | Plate_4_H7_22NG7YLT3_S464_L008_R1_001	30676.0	47065.0
qc | fastqc-novaseq | Plate_4_H7_22NG7YLT3_S464_L008_R2_001	35633.0	42108.0
qc | fastqc-novaseq | Plate_4_H8_22NG7YLT3_S531_L008_R1_001	63730.0	104601.0
qc | fastqc-novaseq | Plate_4_H8_22NG7YLT3_S531_L008_R2_001	75728.0	92603.0
qc | fastqc-novaseq | Plate_4_H9_22NG7YLT3_S595_L008_R1_001	73394.0	162469.0
qc | fastqc-novaseq | Plate_4_H9_22NG7YLT3_S595_L008_R2_001	91309.0	144554.0
qc | fastqc-novaseq | Plate_5_A10_22NG7YLT3_S660_L008_R1_001	145617.0	228438.0
qc | fastqc-novaseq | Plate_5_A10_22NG7YLT3_S660_L008_R2_001	156799.0	217256.0
qc | fastqc-novaseq | Plate_5_A11_22NG7YLT3_S724_L008_R1_001	94679.0	227568.0
qc | fastqc-novaseq | Plate_5_A11_22NG7YLT3_S724_L008_R2_001	99913.0	222334.0
qc | fastqc-novaseq | Plate_5_A12_22NG7YLT3_S788_L008_R1_001	137573.0	157348.0
qc | fastqc-novaseq | Plate_5_A12_22NG7YLT3_S788_L008_R2_001	141819.0	153102.0
qc | fastqc-novaseq | Plate_5_A1_22NG7YLT3_S33_L008_R1_001	239125.0	291856.0
qc | fastqc-novaseq | Plate_5_A1_22NG7YLT3_S33_L008_R2_001	250180.0	280801.0
qc | fastqc-novaseq | Plate_5_A2_22NG7YLT3_S105_L008_R1_001	131855.0	248391.0
qc | fastqc-novaseq | Plate_5_A2_22NG7YLT3_S105_L008_R2_001	127908.0	252338.0
qc | fastqc-novaseq | Plate_5_A3_22NG7YLT3_S177_L008_R1_001	151740.0	311744.0
qc | fastqc-novaseq | Plate_5_A3_22NG7YLT3_S177_L008_R2_001	172719.0	290765.0
qc | fastqc-novaseq | Plate_5_A4_22NG7YLT3_S249_L008_R1_001	70736.0	81887.0
qc | fastqc-novaseq | Plate_5_A4_22NG7YLT3_S249_L008_R2_001	72133.0	80490.0
qc | fastqc-novaseq | Plate_5_A5_22NG7YLT3_S321_L008_R1_001	145203.0	284031.0
qc | fastqc-novaseq | Plate_5_A5_22NG7YLT3_S321_L008_R2_001	145364.0	283870.0
qc | fastqc-novaseq | Plate_5_A6_22NG7YLT3_S393_L008_R1_001	9116.0	29539.0
qc | fastqc-novaseq | Plate_5_A6_22NG7YLT3_S393_L008_R2_001	9813.0	28842.0
qc | fastqc-novaseq | Plate_5_A7_22NG7YLT3_S465_L008_R1_001	156279.0	145630.0
qc | fastqc-novaseq | Plate_5_A7_22NG7YLT3_S465_L008_R2_001	140676.0	161233.0
qc | fastqc-novaseq | Plate_5_A8_22NG7YLT3_S532_L008_R1_001	108002.0	234742.0
qc | fastqc-novaseq | Plate_5_A8_22NG7YLT3_S532_L008_R2_001	103934.0	238810.0
qc | fastqc-novaseq | Plate_5_A9_22NG7YLT3_S596_L008_R1_001	205254.0	234163.0
qc | fastqc-novaseq | Plate_5_A9_22NG7YLT3_S596_L008_R2_001	196601.0	242816.0
qc | fastqc-novaseq | Plate_5_B10_22NG7YLT3_S661_L008_R1_001	178622.0	401790.0
qc | fastqc-novaseq | Plate_5_B10_22NG7YLT3_S661_L008_R2_001	169256.0	411156.0
qc | fastqc-novaseq | Plate_5_B11_22NG7YLT3_S725_L008_R1_001	151136.0	241496.0
qc | fastqc-novaseq | Plate_5_B11_22NG7YLT3_S725_L008_R2_001	134077.0	258555.0
qc | fastqc-novaseq | Plate_5_B12_22NG7YLT3_S789_L008_R1_001	211736.0	243492.0
qc | fastqc-novaseq | Plate_5_B12_22NG7YLT3_S789_L008_R2_001	214868.0	240360.0
qc | fastqc-novaseq | Plate_5_B1_22NG7YLT3_S34_L008_R1_001	94220.0	166269.0
qc | fastqc-novaseq | Plate_5_B1_22NG7YLT3_S34_L008_R2_001	83824.0	176665.0
qc | fastqc-novaseq | Plate_5_B2_22NG7YLT3_S106_L008_R1_001	184442.0	304164.0
qc | fastqc-novaseq | Plate_5_B2_22NG7YLT3_S106_L008_R2_001	193912.0	294694.0
qc | fastqc-novaseq | Plate_5_B3_22NG7YLT3_S178_L008_R1_001	257661.0	505373.0
qc | fastqc-novaseq | Plate_5_B3_22NG7YLT3_S178_L008_R2_001	339868.0	423166.0
qc | fastqc-novaseq | Plate_5_B4_22NG7YLT3_S250_L008_R1_001	100044.0	125302.0
qc | fastqc-novaseq | Plate_5_B4_22NG7YLT3_S250_L008_R2_001	98383.0	126963.0
qc | fastqc-novaseq | Plate_5_B5_22NG7YLT3_S322_L008_R1_001	140297.0	293170.0
qc | fastqc-novaseq | Plate_5_B5_22NG7YLT3_S322_L008_R2_001	134061.0	299406.0
qc | fastqc-novaseq | Plate_5_B6_22NG7YLT3_S394_L008_R1_001	222611.0	382966.0
qc | fastqc-novaseq | Plate_5_B6_22NG7YLT3_S394_L008_R2_001	247458.0	358119.0
qc | fastqc-novaseq | Plate_5_B7_22NG7YLT3_S466_L008_R1_001	162777.0	392105.0
qc | fastqc-novaseq | Plate_5_B7_22NG7YLT3_S466_L008_R2_001	186121.0	368761.0
qc | fastqc-novaseq | Plate_5_B8_22NG7YLT3_S533_L008_R1_001	222125.0	453316.0
qc | fastqc-novaseq | Plate_5_B8_22NG7YLT3_S533_L008_R2_001	251064.0	424377.0
qc | fastqc-novaseq | Plate_5_B9_22NG7YLT3_S597_L008_R1_001	200808.0	444748.0
qc | fastqc-novaseq | Plate_5_B9_22NG7YLT3_S597_L008_R2_001	211530.0	434026.0
qc | fastqc-novaseq | Plate_5_C10_22NG7YLT3_S662_L008_R1_001	60591.0	85825.0
qc | fastqc-novaseq | Plate_5_C10_22NG7YLT3_S662_L008_R2_001	59432.0	86984.0
qc | fastqc-novaseq | Plate_5_C11_22NG7YLT3_S726_L008_R1_001	106363.0	157170.0
qc | fastqc-novaseq | Plate_5_C11_22NG7YLT3_S726_L008_R2_001	106929.0	156604.0
qc | fastqc-novaseq | Plate_5_C12_22NG7YLT3_S790_L008_R1_001	100142.0	122745.0
qc | fastqc-novaseq | Plate_5_C12_22NG7YLT3_S790_L008_R2_001	101664.0	121223.0
qc | fastqc-novaseq | Plate_5_C1_22NG7YLT3_S35_L008_R1_001	187187.0	354785.0
qc | fastqc-novaseq | Plate_5_C1_22NG7YLT3_S35_L008_R2_001	199993.0	341979.0
qc | fastqc-novaseq | Plate_5_C2_22NG7YLT3_S107_L008_R1_001	70311.0	164729.0
qc | fastqc-novaseq | Plate_5_C2_22NG7YLT3_S107_L008_R2_001	76567.0	158473.0
qc | fastqc-novaseq | Plate_5_C3_22NG7YLT3_S179_L008_R1_001	65794.0	181752.0
qc | fastqc-novaseq | Plate_5_C3_22NG7YLT3_S179_L008_R2_001	75286.0	172260.0
qc | fastqc-novaseq | Plate_5_C4_22NG7YLT3_S251_L008_R1_001	1703.0	894.0
qc | fastqc-novaseq | Plate_5_C4_22NG7YLT3_S251_L008_R2_001	1756.0	841.0
qc | fastqc-novaseq | Plate_5_C5_22NG7YLT3_S323_L008_R1_001	95353.0	159830.0
qc | fastqc-novaseq | Plate_5_C5_22NG7YLT3_S323_L008_R2_001	97937.0	157246.0
qc | fastqc-novaseq | Plate_5_C6_22NG7YLT3_S395_L008_R1_001	4011.0	2766.0
qc | fastqc-novaseq | Plate_5_C6_22NG7YLT3_S395_L008_R2_001	4083.0	2694.0
qc | fastqc-novaseq | Plate_5_C7_22NG7YLT3_S467_L008_R1_001	110348.0	153316.0
qc | fastqc-novaseq | Plate_5_C7_22NG7YLT3_S467_L008_R2_001	114580.0	149084.0
qc | fastqc-novaseq | Plate_5_C8_22NG7YLT3_S534_L008_R1_001	346373.0	170496.0
qc | fastqc-novaseq | Plate_5_C8_22NG7YLT3_S534_L008_R2_001	345170.0	171699.0
qc | fastqc-novaseq | Plate_5_C9_22NG7YLT3_S598_L008_R1_001	11787.0	17327.0
qc | fastqc-novaseq | Plate_5_C9_22NG7YLT3_S598_L008_R2_001	11775.0	17339.0
qc | fastqc-novaseq | Plate_5_D10_22NG7YLT3_S663_L008_R1_001	256514.0	493562.0
qc | fastqc-novaseq | Plate_5_D10_22NG7YLT3_S663_L008_R2_001	302858.0	447218.0
qc | fastqc-novaseq | Plate_5_D11_22NG7YLT3_S727_L008_R1_001	122466.0	283100.0
qc | fastqc-novaseq | Plate_5_D11_22NG7YLT3_S727_L008_R2_001	128017.0	277549.0
qc | fastqc-novaseq | Plate_5_D12_22NG7YLT3_S791_L008_R1_001	7279.0	4788.0
qc | fastqc-novaseq | Plate_5_D12_22NG7YLT3_S791_L008_R2_001	7457.0	4610.0
qc | fastqc-novaseq | Plate_5_D1_22NG7YLT3_S36_L008_R1_001	221336.0	592903.0
qc | fastqc-novaseq | Plate_5_D1_22NG7YLT3_S36_L008_R2_001	259563.0	554676.0
qc | fastqc-novaseq | Plate_5_D2_22NG7YLT3_S108_L008_R1_001	167451.0	377257.0
qc | fastqc-novaseq | Plate_5_D2_22NG7YLT3_S108_L008_R2_001	184115.0	360593.0
qc | fastqc-novaseq | Plate_5_D3_22NG7YLT3_S180_L008_R1_001	202539.0	484901.0
qc | fastqc-novaseq | Plate_5_D3_22NG7YLT3_S180_L008_R2_001	206198.0	481242.0
qc | fastqc-novaseq | Plate_5_D4_22NG7YLT3_S252_L008_R1_001	65804.0	129058.0
qc | fastqc-novaseq | Plate_5_D4_22NG7YLT3_S252_L008_R2_001	72503.0	122359.0
qc | fastqc-novaseq | Plate_5_D5_22NG7YLT3_S324_L008_R1_001	160077.0	402428.0
qc | fastqc-novaseq | Plate_5_D5_22NG7YLT3_S324_L008_R2_001	161474.0	401031.0
qc | fastqc-novaseq | Plate_5_D6_22NG7YLT3_S396_L008_R1_001	217389.0	358713.0
qc | fastqc-novaseq | Plate_5_D6_22NG7YLT3_S396_L008_R2_001	212122.0	363980.0
qc | fastqc-novaseq | Plate_5_D7_22NG7YLT3_S468_L008_R1_001	292264.0	645414.0
qc | fastqc-novaseq | Plate_5_D7_22NG7YLT3_S468_L008_R2_001	333381.0	604297.0
qc | fastqc-novaseq | Plate_5_D8_22NG7YLT3_S535_L008_R1_001	202802.0	508577.0
qc | fastqc-novaseq | Plate_5_D8_22NG7YLT3_S535_L008_R2_001	215282.0	496097.0
qc | fastqc-novaseq | Plate_5_D9_22NG7YLT3_S599_L008_R1_001	342384.0	371854.0
qc | fastqc-novaseq | Plate_5_D9_22NG7YLT3_S599_L008_R2_001	347494.0	366744.0
qc | fastqc-novaseq | Plate_5_E10_22NG7YLT3_S664_L008_R1_001	215310.0	458099.0
qc | fastqc-novaseq | Plate_5_E10_22NG7YLT3_S664_L008_R2_001	226442.0	446967.0
qc | fastqc-novaseq | Plate_5_E11_22NG7YLT3_S728_L008_R1_001	214569.0	397954.0
qc | fastqc-novaseq | Plate_5_E11_22NG7YLT3_S728_L008_R2_001	213281.0	399242.0
qc | fastqc-novaseq | Plate_5_E12_22NG7YLT3_S792_L008_R1_001	316201.0	408307.0
qc | fastqc-novaseq | Plate_5_E12_22NG7YLT3_S792_L008_R2_001	298225.0	426283.0
qc | fastqc-novaseq | Plate_5_E1_22NG7YLT3_S37_L008_R1_001	297746.0	683469.0
qc | fastqc-novaseq | Plate_5_E1_22NG7YLT3_S37_L008_R2_001	373977.0	607238.0
qc | fastqc-novaseq | Plate_5_E2_22NG7YLT3_S109_L008_R1_001	132613.0	260872.0
qc | fastqc-novaseq | Plate_5_E2_22NG7YLT3_S109_L008_R2_001	128044.0	265441.0
qc | fastqc-novaseq | Plate_5_E3_22NG7YLT3_S181_L008_R1_001	138163.0	367363.0
qc | fastqc-novaseq | Plate_5_E3_22NG7YLT3_S181_L008_R2_001	151757.0	353769.0
qc | fastqc-novaseq | Plate_5_E4_22NG7YLT3_S253_L008_R1_001	54523.0	102532.0
qc | fastqc-novaseq | Plate_5_E4_22NG7YLT3_S253_L008_R2_001	60750.0	96305.0
qc | fastqc-novaseq | Plate_5_E5_22NG7YLT3_S325_L008_R1_001	168040.0	400495.0
qc | fastqc-novaseq | Plate_5_E5_22NG7YLT3_S325_L008_R2_001	167825.0	400710.0
qc | fastqc-novaseq | Plate_5_E6_22NG7YLT3_S397_L008_R1_001	355018.0	358688.0
qc | fastqc-novaseq | Plate_5_E6_22NG7YLT3_S397_L008_R2_001	356574.0	357132.0
qc | fastqc-novaseq | Plate_5_E7_22NG7YLT3_S469_L008_R1_001	327115.0	556579.0
qc | fastqc-novaseq | Plate_5_E7_22NG7YLT3_S469_L008_R2_001	389521.0	494173.0
qc | fastqc-novaseq | Plate_5_E8_22NG7YLT3_S536_L008_R1_001	318744.0	367904.0
qc | fastqc-novaseq | Plate_5_E8_22NG7YLT3_S536_L008_R2_001	335375.0	351273.0
qc | fastqc-novaseq | Plate_5_E9_22NG7YLT3_S600_L008_R1_001	203848.0	458444.0
qc | fastqc-novaseq | Plate_5_E9_22NG7YLT3_S600_L008_R2_001	196991.0	465301.0
qc | fastqc-novaseq | Plate_5_F10_22NG7YLT3_S665_L008_R1_001	127145.0	257516.0
qc | fastqc-novaseq | Plate_5_F10_22NG7YLT3_S665_L008_R2_001	123342.0	261319.0
qc | fastqc-novaseq | Plate_5_F11_22NG7YLT3_S729_L008_R1_001	161603.0	373183.0
qc | fastqc-novaseq | Plate_5_F11_22NG7YLT3_S729_L008_R2_001	153328.0	381458.0
qc | fastqc-novaseq | Plate_5_F12_22NG7YLT3_S793_L008_R1_001	151844.0	375938.0
qc | fastqc-novaseq | Plate_5_F12_22NG7YLT3_S793_L008_R2_001	169631.0	358151.0
qc | fastqc-novaseq | Plate_5_F1_22NG7YLT3_S38_L008_R1_001	259514.0	542124.0
qc | fastqc-novaseq | Plate_5_F1_22NG7YLT3_S38_L008_R2_001	289600.0	512038.0
qc | fastqc-novaseq | Plate_5_F2_22NG7YLT3_S110_L008_R1_001	102631.0	280277.0
qc | fastqc-novaseq | Plate_5_F2_22NG7YLT3_S110_L008_R2_001	103625.0	279283.0
qc | fastqc-novaseq | Plate_5_F3_22NG7YLT3_S182_L008_R1_001	212436.0	449821.0
qc | fastqc-novaseq | Plate_5_F3_22NG7YLT3_S182_L008_R2_001	257119.0	405138.0
qc | fastqc-novaseq | Plate_5_F4_22NG7YLT3_S254_L008_R1_001	67102.0	103147.0
qc | fastqc-novaseq | Plate_5_F4_22NG7YLT3_S254_L008_R2_001	68195.0	102054.0
qc | fastqc-novaseq | Plate_5_F5_22NG7YLT3_S326_L008_R1_001	199904.0	505522.0
qc | fastqc-novaseq | Plate_5_F5_22NG7YLT3_S326_L008_R2_001	217232.0	488194.0
qc | fastqc-novaseq | Plate_5_F6_22NG7YLT3_S398_L008_R1_001	177207.0	475195.0
qc | fastqc-novaseq | Plate_5_F6_22NG7YLT3_S398_L008_R2_001	172131.0	480271.0
qc | fastqc-novaseq | Plate_5_F7_22NG7YLT3_S470_L008_R1_001	480244.0	388373.0
qc | fastqc-novaseq | Plate_5_F7_22NG7YLT3_S470_L008_R2_001	487519.0	381098.0
qc | fastqc-novaseq | Plate_5_F8_22NG7YLT3_S537_L008_R1_001	297936.0	612740.0
qc | fastqc-novaseq | Plate_5_F8_22NG7YLT3_S537_L008_R2_001	348171.0	562505.0
qc | fastqc-novaseq | Plate_5_F9_22NG7YLT3_S601_L008_R1_001	184556.0	500658.0
qc | fastqc-novaseq | Plate_5_F9_22NG7YLT3_S601_L008_R2_001	192703.0	492511.0
qc | fastqc-novaseq | Plate_5_G10_22NG7YLT3_S666_L008_R1_001	89772.0	218557.0
qc | fastqc-novaseq | Plate_5_G10_22NG7YLT3_S666_L008_R2_001	93244.0	215085.0
qc | fastqc-novaseq | Plate_5_G11_22NG7YLT3_S730_L008_R1_001	159073.0	389409.0
qc | fastqc-novaseq | Plate_5_G11_22NG7YLT3_S730_L008_R2_001	150353.0	398129.0
qc | fastqc-novaseq | Plate_5_G12_22NG7YLT3_S794_L008_R1_001	187260.0	281690.0
qc | fastqc-novaseq | Plate_5_G12_22NG7YLT3_S794_L008_R2_001	180604.0	288346.0
qc | fastqc-novaseq | Plate_5_G1_22NG7YLT3_S39_L008_R1_001	238616.0	610399.0
qc | fastqc-novaseq | Plate_5_G1_22NG7YLT3_S39_L008_R2_001	306825.0	542190.0
qc | fastqc-novaseq | Plate_5_G2_22NG7YLT3_S111_L008_R1_001	125262.0	319672.0
qc | fastqc-novaseq | Plate_5_G2_22NG7YLT3_S111_L008_R2_001	146227.0	298707.0
qc | fastqc-novaseq | Plate_5_G3_22NG7YLT3_S183_L008_R1_001	142330.0	451873.0
qc | fastqc-novaseq | Plate_5_G3_22NG7YLT3_S183_L008_R2_001	157196.0	437007.0
qc | fastqc-novaseq | Plate_5_G4_22NG7YLT3_S255_L008_R1_001	57832.0	116087.0
qc | fastqc-novaseq | Plate_5_G4_22NG7YLT3_S255_L008_R2_001	65220.0	108699.0
qc | fastqc-novaseq | Plate_5_G5_22NG7YLT3_S327_L008_R1_001	142160.0	584494.0
qc | fastqc-novaseq | Plate_5_G5_22NG7YLT3_S327_L008_R2_001	169813.0	556841.0
qc | fastqc-novaseq | Plate_5_G6_22NG7YLT3_S399_L008_R1_001	230522.0	441897.0
qc | fastqc-novaseq | Plate_5_G6_22NG7YLT3_S399_L008_R2_001	246445.0	425974.0
qc | fastqc-novaseq | Plate_5_G7_22NG7YLT3_S471_L008_R1_001	152275.0	364246.0
qc | fastqc-novaseq | Plate_5_G7_22NG7YLT3_S471_L008_R2_001	178157.0	338364.0
qc | fastqc-novaseq | Plate_5_G8_22NG7YLT3_S538_L008_R1_001	238247.0	442589.0
qc | fastqc-novaseq | Plate_5_G8_22NG7YLT3_S538_L008_R2_001	245728.0	435108.0
qc | fastqc-novaseq | Plate_5_G9_22NG7YLT3_S602_L008_R1_001	191496.0	465796.0
qc | fastqc-novaseq | Plate_5_G9_22NG7YLT3_S602_L008_R2_001	195205.0	462087.0
qc | fastqc-novaseq | Plate_5_H10_22NG7YLT3_S667_L008_R1_001	68447.0	213420.0
qc | fastqc-novaseq | Plate_5_H10_22NG7YLT3_S667_L008_R2_001	72894.0	208973.0
qc | fastqc-novaseq | Plate_5_H11_22NG7YLT3_S731_L008_R1_001	102687.0	321102.0
qc | fastqc-novaseq | Plate_5_H11_22NG7YLT3_S731_L008_R2_001	103896.0	319893.0
qc | fastqc-novaseq | Plate_5_H12_22NG7YLT3_S795_L008_R1_001	183425.0	401937.0
qc | fastqc-novaseq | Plate_5_H12_22NG7YLT3_S795_L008_R2_001	184694.0	400668.0
qc | fastqc-novaseq | Plate_5_H1_22NG7YLT3_S40_L008_R1_001	193049.0	419459.0
qc | fastqc-novaseq | Plate_5_H1_22NG7YLT3_S40_L008_R2_001	187431.0	425077.0
qc | fastqc-novaseq | Plate_5_H2_22NG7YLT3_S112_L008_R1_001	101283.0	231945.0
qc | fastqc-novaseq | Plate_5_H2_22NG7YLT3_S112_L008_R2_001	100314.0	232914.0
qc | fastqc-novaseq | Plate_5_H3_22NG7YLT3_S184_L008_R1_001	163389.0	609618.0
qc | fastqc-novaseq | Plate_5_H3_22NG7YLT3_S184_L008_R2_001	230715.0	542292.0
qc | fastqc-novaseq | Plate_5_H4_22NG7YLT3_S256_L008_R1_001	47333.0	102079.0
qc | fastqc-novaseq | Plate_5_H4_22NG7YLT3_S256_L008_R2_001	53102.0	96310.0
qc | fastqc-novaseq | Plate_5_H5_22NG7YLT3_S328_L008_R1_001	147543.0	344468.0
qc | fastqc-novaseq | Plate_5_H5_22NG7YLT3_S328_L008_R2_001	158128.0	333883.0
qc | fastqc-novaseq | Plate_5_H6_22NG7YLT3_S400_L008_R1_001	204828.0	455513.0
qc | fastqc-novaseq | Plate_5_H6_22NG7YLT3_S400_L008_R2_001	195856.0	464485.0
qc | fastqc-novaseq | Plate_5_H7_22NG7YLT3_S472_L008_R1_001	8440.0	8556.0
qc | fastqc-novaseq | Plate_5_H7_22NG7YLT3_S472_L008_R2_001	8181.0	8815.0
qc | fastqc-novaseq | Plate_5_H8_22NG7YLT3_S539_L008_R1_001	176856.0	567388.0
qc | fastqc-novaseq | Plate_5_H8_22NG7YLT3_S539_L008_R2_001	193677.0	550567.0
qc | fastqc-novaseq | Plate_5_H9_22NG7YLT3_S603_L008_R1_001	139501.0	428578.0
qc | fastqc-novaseq | Plate_5_H9_22NG7YLT3_S603_L008_R2_001	126832.0	441247.0
qc | fastqc-novaseq | Plate_6_A10_22NG7YLT3_S668_L008_R1_001	288922.0	530360.0
qc | fastqc-novaseq | Plate_6_A10_22NG7YLT3_S668_L008_R2_001	286548.0	532734.0
qc | fastqc-novaseq | Plate_6_A11_22NG7YLT3_S732_L008_R1_001	384996.0	462710.0
qc | fastqc-novaseq | Plate_6_A11_22NG7YLT3_S732_L008_R2_001	388607.0	459099.0
qc | fastqc-novaseq | Plate_6_A1_22NG7YLT3_S41_L008_R1_001	5297.0	2282.0
qc | fastqc-novaseq | Plate_6_A1_22NG7YLT3_S41_L008_R2_001	5270.0	2309.0
qc | fastqc-novaseq | Plate_6_A2_22NG7YLT3_S113_L008_R1_001	3306.0	1212.0
qc | fastqc-novaseq | Plate_6_A2_22NG7YLT3_S113_L008_R2_001	3217.0	1301.0
qc | fastqc-novaseq | Plate_6_A3_22NG7YLT3_S185_L008_R1_001	8038.0	2848.0
qc | fastqc-novaseq | Plate_6_A3_22NG7YLT3_S185_L008_R2_001	8237.0	2649.0
qc | fastqc-novaseq | Plate_6_A4_22NG7YLT3_S257_L008_R1_001	1641.0	533.0
qc | fastqc-novaseq | Plate_6_A4_22NG7YLT3_S257_L008_R2_001	1660.0	514.0
qc | fastqc-novaseq | Plate_6_A5_22NG7YLT3_S329_L008_R1_001	5754.0	2519.0
qc | fastqc-novaseq | Plate_6_A5_22NG7YLT3_S329_L008_R2_001	5866.0	2407.0
qc | fastqc-novaseq | Plate_6_A6_22NG7YLT3_S401_L008_R1_001	5256.0	2555.0
qc | fastqc-novaseq | Plate_6_A6_22NG7YLT3_S401_L008_R2_001	5337.0	2474.0
qc | fastqc-novaseq | Plate_6_A7_22NG7YLT3_S473_L008_R1_001	4976.0	2100.0
qc | fastqc-novaseq | Plate_6_A7_22NG7YLT3_S473_L008_R2_001	4753.0	2323.0
qc | fastqc-novaseq | Plate_6_A8_22NG7YLT3_S540_L008_R1_001	221651.0	376844.0
qc | fastqc-novaseq | Plate_6_A8_22NG7YLT3_S540_L008_R2_001	220969.0	377526.0
qc | fastqc-novaseq | Plate_6_A9_22NG7YLT3_S604_L008_R1_001	278923.0	522499.0
qc | fastqc-novaseq | Plate_6_A9_22NG7YLT3_S604_L008_R2_001	270184.0	531238.0
qc | fastqc-novaseq | Plate_6_B10_22NG7YLT3_S669_L008_R1_001	463905.0	456145.0
qc | fastqc-novaseq | Plate_6_B10_22NG7YLT3_S669_L008_R2_001	452553.0	467497.0
qc | fastqc-novaseq | Plate_6_B11_22NG7YLT3_S733_L008_R1_001	472348.0	970259.0
qc | fastqc-novaseq | Plate_6_B11_22NG7YLT3_S733_L008_R2_001	468238.0	974369.0
qc | fastqc-novaseq | Plate_6_B1_22NG7YLT3_S42_L008_R1_001	6280.0	3513.0
qc | fastqc-novaseq | Plate_6_B1_22NG7YLT3_S42_L008_R2_001	6346.0	3447.0
qc | fastqc-novaseq | Plate_6_B2_22NG7YLT3_S114_L008_R1_001	3081.0	1343.0
qc | fastqc-novaseq | Plate_6_B2_22NG7YLT3_S114_L008_R2_001	2998.0	1426.0
qc | fastqc-novaseq | Plate_6_B3_22NG7YLT3_S186_L008_R1_001	3629.0	2064.0
qc | fastqc-novaseq | Plate_6_B3_22NG7YLT3_S186_L008_R2_001	3614.0	2079.0
qc | fastqc-novaseq | Plate_6_B4_22NG7YLT3_S258_L008_R1_001	2019.0	748.0
qc | fastqc-novaseq | Plate_6_B4_22NG7YLT3_S258_L008_R2_001	1930.0	837.0
qc | fastqc-novaseq | Plate_6_B5_22NG7YLT3_S330_L008_R1_001	4024.0	1999.0
qc | fastqc-novaseq | Plate_6_B5_22NG7YLT3_S330_L008_R2_001	3863.0	2160.0
qc | fastqc-novaseq | Plate_6_B6_22NG7YLT3_S402_L008_R1_001	5315.0	2545.0
qc | fastqc-novaseq | Plate_6_B6_22NG7YLT3_S402_L008_R2_001	5212.0	2648.0
qc | fastqc-novaseq | Plate_6_B7_22NG7YLT3_S474_L008_R1_001	7576.0	3751.0
qc | fastqc-novaseq | Plate_6_B7_22NG7YLT3_S474_L008_R2_001	7305.0	4022.0
qc | fastqc-novaseq | Plate_6_B8_22NG7YLT3_S541_L008_R1_001	187116.0	300652.0
qc | fastqc-novaseq | Plate_6_B8_22NG7YLT3_S541_L008_R2_001	170138.0	317630.0
qc | fastqc-novaseq | Plate_6_B9_22NG7YLT3_S605_L008_R1_001	358964.0	696331.0
